시점,행정구역(시도)별,행정구역(기초)별,성별,연령별,노인인구수,치매환자수,치매환자유병률,최경도 환자,경도 환자,중등도 환자,중증 환자,알츠하이머 환자수,알츠하이머 환자유병률,혈관성치매 환자수,혈관성치매 환자유병률,기타 환자환자수,기타 환자유병률,경도인지장애 환자수,경도인지장애 환자유병률
2022,부산광역시,부산광역시,전체,60세이상,982661,66492,6.77,11570,27528,17088,10306,48947,4.98,7332,0.74,10213,1.03,197321,20.08
2022,부산광역시,부산광역시,전체,65세이상,686167,64747,9.44,11266,26805,16640,10036,48947,7.13,5588,0.81,10213,1.48,154588,22.52
2022,부산광역시,부산광역시,남,60~64세,138911,1571,1.13,273,650,404,243,0,0,1571,1.13,0,0,35818,25.78
2022,부산광역시,부산광역시,남,65~69세,112939,2093,1.85,364,867,538,324,1874,1.65,0,0,219,0.19,10683,9.45
2022,부산광역시,부산광역시,남,70~74세,81422,3793,4.66,660,1570,975,588,3627,4.45,166,0.2,0,0,20462,25.13
2022,부산광역시,부산광역시,남,75~79세,54050,4991,9.23,868,2066,1283,774,1606,2.97,2313,4.27,1073,1.98,3698,6.84
2022,부산광역시,부산광역시,남,80~84세,34076,5824,17.09,1013,2411,1497,903,2919,8.56,501,1.47,2404,7.05,17265,50.66
2022,부산광역시,부산광역시,남,85세이상,15992,8634,53.99,1502,3574,2219,1338,7711,48.21,923,5.77,0,0,3180,19.88
2022,부산광역시,부산광역시,남,남계,437390,26906,6.15,4682,11139,6915,4170,17738,4.05,5473,1.25,3696,0.84,91106,20.82
2022,부산광역시,부산광역시,여,60~64세,157583,174,0.11,30,72,45,27,0,0,174,0.11,0,0,6914,4.38
2022,부산광역시,부산광역시,여,65~69세,129396,1242,0.96,216,514,319,192,1242,0.95,0,0,0,0,33376,25.79
2022,부산광역시,부산광역시,여,70~74세,96464,3050,3.16,531,1263,784,473,2938,3.04,0,0,112,0.11,17863,18.51
2022,부산광역시,부산광역시,여,75~79세,68160,9379,13.76,1632,3883,2410,1454,4358,6.39,569,0.83,4451,6.53,14217,20.85
2022,부산광역시,부산광역시,여,80~84세,52904,12304,23.26,2141,5094,3162,1907,11137,21.05,185,0.34,981,1.85,24367,46.05
2022,부산광역시,부산광역시,여,85세이상,40764,13438,32.97,2338,5563,3454,2083,11534,28.29,931,2.28,973,2.38,9478,23.25
2022,부산광역시,부산광역시,여,여계,545271,39586,7.26,6888,16388,10173,6136,31209,5.72,1859,0.34,6517,1.19,106214,19.47
2022,대구광역시,대구광역시,전체,60~64세,198628,1198,0.6,208,496,308,186,0,0,1198,0.6,0,0,29243,14.72
2022,대구광역시,대구광역시,전체,65~69세,148392,2046,1.38,356,847,526,317,1911,1.28,0,0,135,0.09,26906,18.13
2022,대구광역시,대구광역시,전체,70~74세,108567,4171,3.84,726,1727,1072,646,4001,3.68,100,0.09,69,0.06,23365,21.52
2022,대구광역시,대구광역시,전체,75~79세,73674,8726,11.84,1518,3613,2243,1353,3643,4.94,1689,2.29,3394,4.6,10995,14.92
2022,대구광역시,대구광역시,전체,80~84세,57085,11945,20.92,2078,4945,3070,1851,9322,16.33,442,0.77,2181,3.82,27287,47.8
2022,대구광역시,대구광역시,전체,85세이상,39543,15394,38.93,2679,6373,3956,2386,13424,33.94,1294,3.27,676,1.7,8817,22.29
2022,대구광역시,대구광역시,전체,60세이상,625889,43479,6.95,7565,18000,11174,6739,32301,5.16,4723,0.75,6455,1.03,126613,20.22
2022,대구광역시,대구광역시,전체,65세이상,427261,42282,9.9,7357,17505,10866,6554,32301,7.56,3526,0.82,6455,1.51,97369,22.78
2022,대구광역시,대구광역시,남,60~64세,95939,1085,1.13,189,449,279,168,0,0,1085,1.13,0,0,24738,25.78
2022,대구광역시,대구광역시,남,65~69세,69608,1290,1.85,224,534,332,200,1155,1.65,0,0,135,0.19,6584,9.45
2022,대구광역시,대구광역시,남,70~74세,49309,2297,4.66,400,951,590,356,2197,4.45,100,0.2,0,0,12392,25.13
2022,대구광역시,대구광역시,남,75~79세,31190,2880,9.23,501,1192,740,446,927,2.97,1335,4.28,619,1.98,2134,6.84
2022,대구광역시,대구광역시,남,80~84세,21588,3690,17.09,642,1528,948,572,1849,8.56,317,1.46,1523,7.05,10938,50.66
2022,대구광역시,대구광역시,남,85세이상,11217,6056,53.99,1054,2507,1556,939,5409,48.22,647,5.76,0,0,2230,19.88
2022,대구광역시,대구광역시,남,남계,278851,17298,6.2,3010,7161,4446,2681,11537,4.13,3484,1.24,2277,0.81,59016,21.16
2022,대구광역시,대구광역시,여,60~64세,102689,113,0.11,20,47,29,18,0,0,113,0.11,0,0,4506,4.38
2022,대구광역시,대구광역시,여,65~69세,78784,756,0.96,132,313,194,117,756,0.95,0,0,0,0,20321,25.79
2022,대구광역시,대구광역시,여,70~74세,59258,1873,3.16,326,776,481,290,1805,3.04,0,0,69,0.11,10973,18.51
2022,대구광역시,대구광역시,여,75~79세,42484,5846,13.76,1017,2420,1502,906,2716,6.39,355,0.83,2775,6.53,8861,20.85
2022,대구광역시,대구광역시,여,80~84세,35497,8255,23.26,1436,3418,2122,1280,7473,21.05,124,0.34,658,1.85,16349,46.05
2022,대구광역시,대구광역시,여,85세이상,28326,9338,32.97,1625,3866,2400,1447,8015,28.29,647,2.28,676,2.38,6586,23.25
2022,대구광역시,대구광역시,여,여계,347038,26182,7.54,4556,10839,6729,4058,20765,5.98,1239,0.35,4178,1.2,67597,19.47
2022,인천광역시,인천광역시,전체,60~64세,243159,1502,0.62,261,622,386,233,0,0,1502,0.61,0,0,36541,15.02
2022,인천광역시,인천광역시,전체,65~69세,164885,2300,1.39,400,952,591,357,2145,1.3,0,0,156,0.09,29408,17.83
2022,인천광역시,인천광역시,전체,70~74세,107500,4164,3.87,725,1724,1070,645,3995,3.71,104,0.09,65,0.06,23289,21.66
2022,인천광역시,인천광역시,전체,75~79세,77904,9174,11.78,1596,3798,2358,1422,3812,4.89,1827,2.34,3535,4.53,11463,14.71
2022,인천광역시,인천광역시,전체,80~84세,56494,11813,20.91,2055,4891,3036,1831,9209,16.3,439,0.77,2166,3.83,27011,47.81
2022,인천광역시,인천광역시,전체,85세이상,42554,16471,38.71,2866,6819,4233,2553,14356,33.73,1377,3.23,739,1.73,9503,22.33
2022,인천광역시,인천광역시,전체,60세이상,692496,45425,6.56,7904,18806,11674,7041,33516,4.83,5248,0.75,6660,0.96,137214,19.81
2022,인천광역시,인천광역시,전체,65세이상,449337,43923,9.78,7643,18184,11288,6808,33516,7.45,3746,0.83,6660,1.48,100673,22.4
2022,인천광역시,인천광역시,남,60~64세,120913,1367,1.13,238,566,351,212,0,0,1367,1.13,0,0,31177,25.78
2022,인천광역시,인천광역시,남,65~69세,80336,1489,1.85,259,616,383,231,1333,1.65,0,0,156,0.19,7599,9.45
2022,인천광역시,인천광역시,남,70~74세,51148,2383,4.66,415,986,612,369,2279,4.45,104,0.2,0,0,12854,25.13
2022,인천광역시,인천광역시,남,75~79세,34148,3153,9.23,549,1306,810,489,1014,2.96,1461,4.27,678,1.98,2337,6.84
2022,인천광역시,인천광역시,남,80~84세,21496,3674,17.09,639,1521,944,569,1841,8.56,316,1.47,1517,7.05,10891,50.66
2022,인천광역시,인천광역시,남,85세이상,11619,6273,53.99,1091,2597,1612,972,5603,48.22,670,5.76,0,0,2310,19.88
2022,인천광역시,인천광역시,남,남계,319660,18339,5.74,3191,7592,4713,2843,12070,3.77,3919,1.22,2350,0.73,67168,21.01
2022,인천광역시,인천광역시,여,60~64세,122246,135,0.11,23,56,35,21,0,0,135,0.11,0,0,5364,4.38
2022,인천광역시,인천광역시,여,65~69세,84549,811,0.96,141,336,209,126,811,0.95,0,0,0,0,21808,25.79
2022,인천광역시,인천광역시,여,70~74세,56352,1782,3.16,310,738,458,276,1716,3.04,0,0,65,0.11,10435,18.51
2022,인천광역시,인천광역시,여,75~79세,43756,6021,13.76,1048,2493,1547,933,2798,6.39,365,0.83,2858,6.53,9127,20.85
2022,인천광역시,인천광역시,여,80~84세,34998,8139,23.26,1416,3370,2092,1262,7368,21.05,123,0.35,649,1.85,16119,46.05
2022,인천광역시,인천광역시,여,85세이상,30935,10198,32.97,1774,4222,2621,1581,8753,28.29,707,2.28,739,2.38,7193,23.25
2022,인천광역시,인천광역시,여,여계,372836,27086,7.26,4713,11213,6961,4198,21446,5.75,1329,0.35,4310,1.15,70046,18.78
2022,광주광역시,광주광역시,전체,60~64세,106581,650,0.61,113,269,167,101,0,0,650,0.6,0,0,15837,14.85
2022,광주광역시,광주광역시,전체,65~69세,73364,1017,1.39,177,421,261,158,949,1.29,0,0,68,0.09,13211,18
2022,광주광역시,광주광역시,전체,70~74세,56394,2171,3.85,378,899,558,336,2083,3.69,53,0.09,35,0.06,12157,21.55
2022,광주광역시,광주광역시,전체,75~79세,41032,4830,11.77,840,1999,1241,749,2006,4.88,964,2.34,1860,4.53,6030,14.69
2022,광주광역시,광주광역시,전체,80~84세,30448,6353,20.87,1105,2630,1633,985,4936,16.21,239,0.78,1179,3.87,14568,47.84
2022,광주광역시,광주광역시,전체,85세이상,21486,8338,38.81,1451,3452,2143,1292,7269,33.83,699,3.25,370,1.72,4795,22.31
2022,광주광역시,광주광역시,전체,60세이상,329305,23358,7.09,4064,9670,6003,3621,17243,5.23,2604,0.79,3512,1.06,66598,20.22
2022,광주광역시,광주광역시,전체,65세이상,222724,22709,10.2,3951,9401,5836,3520,17243,7.74,1954,0.87,3512,1.57,50761,22.79
2022,광주광역시,광주광역시,남,60~64세,52158,590,1.13,103,244,152,91,0,0,590,1.13,0,0,13449,25.78
2022,광주광역시,광주광역시,남,65~69세,34968,648,1.85,113,268,167,100,580,1.65,0,0,68,0.19,3308,9.46
2022,광주광역시,광주광역시,남,70~74세,25918,1207,4.66,210,500,310,187,1155,4.45,53,0.2,0,0,6513,25.12
2022,광주광역시,광주광역시,남,75~79세,18039,1666,9.24,290,690,428,258,536,2.97,772,4.27,358,1.98,1234,6.84
2022,광주광역시,광주광역시,남,80~84세,11804,2017,17.09,351,835,518,313,1011,8.56,173,1.46,833,7.05,5981,50.66
2022,광주광역시,광주광역시,남,85세이상,5970,3223,53.99,561,1334,828,500,2879,48.22,344,5.76,0,0,1187,19.88
2022,광주광역시,광주광역시,남,남계,148857,9352,6.28,1627,3872,2403,1450,6161,4.13,1932,1.29,1259,0.84,31672,21.27
2022,광주광역시,광주광역시,여,60~64세,54423,60,0.11,10,25,15,9,0,0,60,0.11,0,0,2388,4.38
2022,광주광역시,광주광역시,여,65~69세,38396,368,0.96,64,153,95,57,368,0.95,0,0,0,0,9904,25.79
2022,광주광역시,광주광역시,여,70~74세,30476,963,3.16,168,399,248,149,928,3.04,0,0,35,0.11,5643,18.51
2022,광주광역시,광주광역시,여,75~79세,22993,3164,13.76,550,1310,813,490,1470,6.39,192,0.83,1502,6.53,4796,20.85
2022,광주광역시,광주광역시,여,80~84세,18644,4336,23.26,754,1795,1114,672,3925,21.05,65,0.34,346,1.85,8587,46.05
2022,광주광역시,광주광역시,여,85세이상,15516,5115,32.97,890,2118,1315,793,4390,28.29,354,2.28,370,2.38,3608,23.25
2022,광주광역시,광주광역시,여,여계,180448,14007,7.76,2437,5799,3600,2171,11082,6.14,672,0.37,2253,1.24,34926,19.35
2022,대전광역시,대전광역시,전체,60~64세,112821,684,0.61,119,283,176,106,0,0,684,0.6,0,0,16695,14.79
2022,대전광역시,대전광역시,전체,65~69세,81410,1133,1.39,197,469,291,176,1056,1.29,0,0,76,0.09,14579,17.9
2022,대전광역시,대전광역시,전체,70~74세,55668,2153,3.87,375,892,553,334,2066,3.71,54,0.09,34,0.06,12046,21.63
2022,대전광역시,대전광역시,전체,75~79세,39365,4625,11.75,805,1915,1189,717,1918,4.87,931,2.36,1776,4.51,5760,14.63
2022,대전광역시,대전광역시,전체,80~84세,29926,6231,20.82,1084,2580,1601,966,4825,16.12,237,0.79,1169,3.9,14328,47.87
2022,대전광역시,대전광역시,전체,85세이상,22537,8825,39.16,1536,3654,2268,1368,7699,34.16,746,3.31,380,1.68,5017,22.26
2022,대전광역시,대전광역시,전체,60세이상,341727,23652,6.92,4115,9792,6079,3666,17565,5.14,2652,0.77,3435,1,68425,20.02
2022,대전광역시,대전광역시,전체,65세이상,228906,22968,10.03,3996,9509,5903,3560,17565,7.67,1968,0.85,3435,1.5,51729,22.59
2022,대전광역시,대전광역시,남,60~64세,54891,621,1.13,108,257,159,96,0,0,621,1.13,0,0,14153,25.78
2022,대전광역시,대전광역시,남,65~69세,39301,728,1.85,127,302,187,113,652,1.65,0,0,76,0.19,3718,9.46
2022,대전광역시,대전광역시,남,70~74세,26283,1224,4.66,213,507,315,190,1171,4.45,54,0.2,0,0,6605,25.13
2022,대전광역시,대전광역시,남,75~79세,17488,1615,9.23,281,669,415,250,520,2.97,748,4.27,347,1.98,1197,6.84
2022,대전광역시,대전광역시,남,80~84세,11812,2019,17.09,351,836,519,313,1012,8.56,174,1.47,833,7.05,5985,50.66
2022,대전광역시,대전광역시,남,85세이상,6638,3584,53.99,624,1484,921,555,3201,48.22,383,5.76,0,0,1320,19.88
2022,대전광역시,대전광역시,남,남계,156413,9791,6.26,1704,4053,2516,1518,6555,4.19,1979,1.26,1257,0.8,32977,21.08
2022,대전광역시,대전광역시,여,60~64세,57930,64,0.11,11,26,16,10,0,0,64,0.11,0,0,2542,4.38
2022,대전광역시,대전광역시,여,65~69세,42109,404,0.96,70,167,104,63,404,0.95,0,0,0,0,10861,25.79
2022,대전광역시,대전광역시,여,70~74세,29385,929,3.16,162,385,239,144,895,3.04,0,0,34,0.11,5441,18.51
2022,대전광역시,대전광역시,여,75~79세,21877,3010,13.76,524,1246,774,467,1399,6.39,183,0.83,1429,6.53,4563,20.85
2022,대전광역시,대전광역시,여,80~84세,18114,4213,23.26,733,1744,1083,653,3813,21.05,63,0.34,336,1.85,8343,46.05
2022,대전광역시,대전광역시,여,85세이상,15899,5241,32.96,912,2170,1347,812,4499,28.29,363,2.28,380,2.39,3697,23.25
2022,대전광역시,대전광역시,여,여계,185314,13861,7.48,2412,5738,3562,2148,11010,5.94,673,0.36,2178,1.17,35447,19.12
2022,울산광역시,울산광역시,전체,60~64세,94348,593,0.63,103,246,152,92,0,0,593,0.62,0,0,14399,15.26
2022,울산광역시,울산광역시,전체,65~69세,63903,896,1.4,156,371,230,139,835,1.3,0,0,61,0.09,11315,17.7
2022,울산광역시,울산광역시,전체,70~74세,40561,1583,3.9,275,655,407,245,1519,3.74,41,0.1,24,0.05,8840,21.79
2022,울산광역시,울산광역시,전체,75~79세,24436,2861,11.71,498,1184,735,443,1183,4.84,586,2.39,1092,4.46,3543,14.49
2022,울산광역시,울산광역시,전체,80~84세,16637,3488,20.97,607,1444,896,541,2730,16.4,128,0.76,630,3.78,7948,47.77
2022,울산광역시,울산광역시,전체,85세이상,11371,4328,38.06,753,1792,1112,671,3766,33.11,356,3.13,206,1.81,2551,22.43
2022,울산광역시,울산광역시,전체,60세이상,251256,13749,5.47,2392,5692,3533,2131,10032,3.99,1703,0.67,2013,0.8,48596,19.34
2022,울산광역시,울산광역시,전체,65세이상,156908,13155,8.38,2289,5446,3381,2039,10032,6.39,1110,0.7,2013,1.28,34197,21.79
2022,울산광역시,울산광역시,남,60~64세,47946,542,1.13,94,224,139,84,0,0,542,1.13,0,0,12363,25.78
2022,울산광역시,울산광역시,남,65~69세,31639,586,1.85,102,243,151,91,525,1.65,0,0,61,0.19,2993,9.45
2022,울산광역시,울산광역시,남,70~74세,20101,936,4.66,163,388,241,145,895,4.45,41,0.2,0,0,5051,25.12
2022,울산광역시,울산광역시,남,75~79세,11084,1024,9.24,178,424,263,159,329,2.96,474,4.27,220,1.98,758,6.83
2022,울산광역시,울산광역시,남,80~84세,6190,1058,17.09,184,438,272,164,530,8.56,91,1.47,437,7.05,3136,50.66
2022,울산광역시,울산광역시,남,85세이상,2755,1487,53.97,259,616,382,231,1328,48.2,159,5.77,0,0,548,19.89
2022,울산광역시,울산광역시,남,남계,119715,5634,4.71,980,2332,1448,873,3609,3.01,1307,1.09,718,0.59,24850,20.75
2022,울산광역시,울산광역시,여,60~64세,46402,51,0.11,9,21,13,8,0,0,51,0.1,0,0,2036,4.38
2022,울산광역시,울산광역시,여,65~69세,32264,310,0.96,54,128,80,48,310,0.96,0,0,0,0,8322,25.79
2022,울산광역시,울산광역시,여,70~74세,20460,647,3.16,113,268,166,100,623,3.04,0,0,24,0.11,3789,18.51
2022,울산광역시,울산광역시,여,75~79세,13352,1837,13.76,320,761,472,285,854,6.39,111,0.83,872,6.53,2785,20.85
2022,울산광역시,울산광역시,여,80~84세,10447,2430,23.26,423,1006,624,377,2199,21.04,37,0.35,194,1.85,4812,46.06
2022,울산광역시,울산광역시,여,85세이상,8616,2840,32.96,494,1176,730,440,2438,28.29,197,2.28,206,2.39,2003,23.24
2022,울산광역시,울산광역시,여,여계,131541,8115,6.17,1412,3360,2085,1258,6424,4.88,396,0.3,1295,0.98,23747,18.05
2022,세종특별자치시,세종특별자치시,전체,60~64세,20228,125,0.62,22,52,32,19,0,0,125,0.61,0,0,3051,15.08
2022,세종특별자치시,세종특별자치시,전체,65~69세,14243,200,1.4,35,83,51,31,186,1.3,0,0,14,0.09,2525,17.72
2022,세종특별자치시,세종특별자치시,전체,70~74세,8963,348,3.88,61,144,89,54,334,3.72,9,0.1,5,0.05,1946,21.71
2022,세종특별자치시,세종특별자치시,전체,75~79세,6027,707,11.73,123,293,182,110,293,4.86,143,2.37,271,4.49,879,14.58
2022,세종특별자치시,세종특별자치시,전체,80~84세,4824,1008,20.9,175,417,259,156,786,16.29,37,0.76,185,3.83,2307,47.82
2022,세종특별자치시,세종특별자치시,전체,85세이상,3894,1504,38.62,262,623,386,233,1310,33.64,125,3.21,68,1.74,870,22.34
2022,세종특별자치시,세종특별자치시,전체,60세이상,58179,3893,6.69,677,1612,1000,603,2909,5,440,0.75,543,0.93,11578,19.9
2022,세종특별자치시,세종특별자치시,전체,65세이상,37951,3767,9.93,656,1560,968,584,2909,7.66,315,0.83,543,1.43,8527,22.46
2022,세종특별자치시,세종특별자치시,남,60~64세,10113,114,1.13,20,47,29,18,0,0,114,1.12,0,0,2608,25.78
2022,세종특별자치시,세종특별자치시,남,65~69세,7035,130,1.85,23,54,34,20,117,1.66,0,0,14,0.19,665,9.45
2022,세종특별자치시,세종특별자치시,남,70~74세,4332,202,4.66,35,84,52,31,193,4.45,9,0.2,0,0,1089,25.13
2022,세종특별자치시,세종특별자치시,남,75~79세,2698,249,9.23,43,103,64,39,80,2.96,115,4.26,54,2,185,6.85
2022,세종특별자치시,세종특별자치시,남,80~84세,1840,314,17.07,55,130,81,49,158,8.58,27,1.46,130,7.06,932,50.65
2022,세종특별자치시,세종특별자치시,남,85세이상,1047,565,53.96,98,234,145,88,505,48.23,60,5.73,0,0,208,19.86
2022,세종특별자치시,세종특별자치시,남,남계,27065,1575,5.82,274,652,405,244,1052,3.88,326,1.2,197,0.72,5687,21.01
2022,세종특별자치시,세종특별자치시,여,60~64세,10115,11,0.11,2,5,3,2,0,0,11,0.1,0,0,444,4.38
2022,세종특별자치시,세종특별자치시,여,65~69세,7208,69,0.96,12,29,18,11,69,0.95,0,0,0,0,1859,25.79
2022,세종특별자치시,세종특별자치시,여,70~74세,4631,146,3.15,25,61,38,23,141,3.04,0,0,5,0.1,858,18.52
2022,세종특별자치시,세종특별자치시,여,75~79세,3329,458,13.76,80,190,118,71,213,6.39,28,0.84,217,6.51,694,20.84
2022,세종특별자치시,세종특별자치시,여,80~84세,2984,694,23.26,121,287,178,108,628,21.04,10,0.33,55,1.84,1374,46.04
2022,세종특별자치시,세종특별자치시,여,85세이상,2847,939,32.98,163,389,241,145,806,28.31,65,2.28,68,2.38,662,23.25
2022,세종특별자치시,세종특별자치시,여,여계,31114,2317,7.45,403,959,596,359,1857,5.96,114,0.36,346,1.11,5891,18.93
2022,경기도,경기도,전체,60~64세,1018098,6319,0.62,1099,2616,1624,979,0,0,6319,0.62,0,0,153647,15.09
2022,경기도,경기도,전체,65~69세,700231,9780,1.4,1702,4049,2513,1516,9116,1.3,0,0,664,0.09,124692,17.8
2022,경기도,경기도,전체,70~74세,459925,17791,3.87,3096,7365,4572,2758,17067,3.71,442,0.09,281,0.06,99524,21.63
2022,경기도,경기도,전체,75~79세,340761,40115,11.77,6980,16608,10310,6218,16665,4.89,8000,2.34,15450,4.53,50100,14.7
2022,경기도,경기도,전체,80~84세,254822,53069,20.83,9234,21970,13639,8226,41101,16.12,2017,0.79,9950,3.9,121996,47.87
2022,경기도,경기도,전체,85세이상,190028,74454,39.18,12955,30824,19135,11540,64961,34.18,6298,3.31,3195,1.68,42293,22.25
2022,경기도,경기도,전체,60세이상,2963865,201528,6.8,35066,83432,51793,31237,148910,5.02,23076,0.77,29542,0.99,592251,19.98
2022,경기도,경기도,전체,65세이상,1945767,195209,10.03,33966,80816,50169,30257,148910,7.65,16757,0.86,29542,1.51,438604,22.54
2022,경기도,경기도,남,60~64세,509302,5758,1.13,1002,2384,1480,893,0,0,5758,1.13,0,0,131322,25.78
2022,경기도,경기도,남,65~69세,342368,6345,1.85,1104,2627,1631,984,5681,1.65,0,0,664,0.19,32386,9.45
2022,경기도,경기도,남,70~74세,217113,10115,4.66,1760,4187,2599,1568,9672,4.45,442,0.2,0,0,54561,25.13
2022,경기도,경기도,남,75~79세,149661,13821,9.23,2405,5722,3552,2142,4446,2.97,6405,4.27,2970,1.98,10241,6.84
2022,경기도,경기도,남,80~84세,100466,17171,17.09,2988,7109,4413,2661,8607,8.56,1476,1.46,7088,7.05,50902,50.66
2022,경기도,경기도,남,85세이상,56175,30328,53.99,5277,12556,7794,4701,27088,48.22,3241,5.76,0,0,11170,19.88
2022,경기도,경기도,남,남계,1375085,83538,6.08,14536,34585,21469,12948,55494,4.03,17322,1.25,10722,0.77,290582,21.13
2022,경기도,경기도,여,60~64세,508796,561,0.11,98,232,144,87,0,0,561,0.11,0,0,22325,4.38
2022,경기도,경기도,여,65~69세,357863,3434,0.96,598,1422,883,532,3434,0.95,0,0,0,0,92306,25.79
2022,경기도,경기도,여,70~74세,242812,7676,3.16,1336,3178,1973,1190,7395,3.04,0,0,281,0.11,44962,18.51
2022,경기도,경기도,여,75~79세,191100,26295,13.76,4575,10886,6758,4076,12219,6.39,1595,0.83,12480,6.53,39859,20.85
2022,경기도,경기도,여,80~84세,154356,35898,23.26,6246,14862,9226,5564,32494,21.05,541,0.35,2863,1.85,71094,46.05
2022,경기도,경기도,여,85세이상,133853,44126,32.97,7678,18268,11340,6840,37874,28.29,3057,2.28,3195,2.38,31123,23.25
2022,경기도,경기도,여,여계,1588780,117990,7.43,20530,48848,30323,18288,93416,5.87,5754,0.36,18820,1.18,301669,18.98
2022,강원도,강원도,전체,60~64세,144433,893,0.62,155,370,230,138,0,0,893,0.61,0,0,21736,15.04
2022,강원도,강원도,전체,65~69세,109101,1533,1.41,267,635,394,238,1428,1.3,0,0,105,0.09,19259,17.65
2022,강원도,강원도,전체,70~74세,72230,2793,3.87,486,1156,718,433,2679,3.7,69,0.09,44,0.06,15624,21.63
2022,강원도,강원도,전체,75~79세,62024,7307,11.78,1271,3025,1878,1133,3037,4.89,1452,2.34,2818,4.54,9136,14.72
2022,강원도,강원도,전체,80~84세,51446,10753,20.9,1871,4452,2764,1667,8377,16.28,400,0.77,1976,3.84,24600,47.81
2022,강원도,강원도,전체,85세이상,37081,14380,38.78,2502,5953,3696,2229,12535,33.8,1204,3.24,640,1.72,8277,22.32
2022,강원도,강원도,전체,60세이상,476315,37659,7.91,6553,15591,9678,5837,28056,5.89,4019,0.84,5584,1.17,98631,20.7
2022,강원도,강원도,전체,65세이상,331882,36766,11.08,6397,15221,9449,5699,28056,8.45,3126,0.94,5584,1.68,76896,23.16
2022,강원도,강원도,남,60~64세,71965,814,1.13,142,337,209,126,0,0,814,1.13,0,0,18556,25.78
2022,강원도,강원도,남,65~69세,54378,1008,1.85,175,417,259,156,902,1.65,0,0,105,0.19,5144,9.45
2022,강원도,강원도,남,70~74세,34010,1584,4.66,276,656,407,246,1515,4.45,69,0.2,0,0,8547,25.13
2022,강원도,강원도,남,75~79세,27122,2505,9.24,436,1037,644,388,806,2.97,1161,4.28,538,1.98,1856,6.84
2022,강원도,강원도,남,80~84세,19646,3358,17.09,584,1390,863,520,1683,8.56,289,1.47,1386,7.05,9954,50.66
2022,강원도,강원도,남,85세이상,10253,5535,53.98,963,2292,1423,858,4944,48.22,591,5.76,0,0,2039,19.88
2022,강원도,강원도,남,남계,217374,14804,6.81,2576,6129,3805,2295,9850,4.53,2924,1.34,2030,0.93,46095,21.2
2022,강원도,강원도,여,60~64세,72468,80,0.11,14,33,21,12,0,0,80,0.11,0,0,3180,4.38
2022,강원도,강원도,여,65~69세,54723,525,0.96,91,217,135,81,525,0.95,0,0,0,0,14115,25.79
2022,강원도,강원도,여,70~74세,38220,1208,3.16,210,500,311,187,1164,3.04,0,0,44,0.11,7077,18.51
2022,강원도,강원도,여,75~79세,34902,4802,13.76,836,1988,1234,744,2232,6.39,291,0.83,2279,6.52,7280,20.85
2022,강원도,강원도,여,80~84세,31800,7396,23.26,1287,3062,1901,1146,6694,21.05,111,0.34,590,1.85,14647,46.05
2022,강원도,강원도,여,85세이상,26828,8844,32.97,1539,3661,2273,1371,7591,28.29,613,2.28,640,2.38,6238,23.25
2022,강원도,강원도,여,여계,258941,22855,8.83,3977,9462,5874,3543,18206,7.03,1095,0.42,3554,1.37,52536,20.28
2022,충청북도,충청북도,전체,60~64세,140244,880,0.63,153,364,226,136,0,0,880,0.62,0,0,21359,15.22
2022,충청북도,충청북도,전체,65~69세,103027,1447,1.4,252,599,372,224,1347,1.3,0,0,99,0.09,18207,17.67
2022,충청북도,충청북도,전체,70~74세,68974,2675,3.88,465,1108,688,415,2566,3.72,67,0.09,42,0.06,14957,21.68
2022,충청북도,충청북도,전체,75~79세,53261,6290,11.81,1094,2604,1617,975,2620,4.91,1235,2.31,2435,4.57,7893,14.81
2022,충청북도,충청북도,전체,80~84세,45319,9491,20.94,1651,3929,2439,1471,7417,16.36,349,0.77,1725,3.8,21657,47.78
2022,충청북도,충청북도,전체,85세이상,34912,13572,38.87,2362,5619,3488,2104,11834,33.89,1139,3.26,599,1.71,7787,22.3
2022,충청북도,충청북도,전체,60세이상,445737,34355,7.71,5978,14223,8829,5325,25784,5.78,3670,0.82,4900,1.09,91860,20.6
2022,충청북도,충청북도,전체,65세이상,305493,33475,10.96,5825,13859,8603,5189,25784,8.44,2791,0.91,4900,1.6,70501,23.07
2022,충청북도,충청북도,남,60~64세,71064,803,1.13,140,333,206,125,0,0,803,1.12,0,0,18324,25.78
2022,충청북도,충청북도,남,65~69세,51227,949,1.85,165,393,244,147,850,1.65,0,0,99,0.19,4846,9.45
2022,충청북도,충청북도,남,70~74세,33033,1539,4.66,268,637,395,239,1472,4.45,67,0.2,0,0,8301,25.12
2022,충청북도,충청북도,남,75~79세,22946,2119,9.23,369,877,545,328,682,2.97,982,4.27,455,1.98,1570,6.84
2022,충청북도,충청북도,남,80~84세,17006,2907,17.09,506,1203,747,451,1457,8.56,250,1.47,1200,7.05,8616,50.66
2022,충청북도,충청북도,남,85세이상,9813,5298,53.99,922,2193,1362,821,4732,48.22,566,5.76,0,0,1951,19.88
2022,충청북도,충청북도,남,남계,205089,13615,6.64,2369,5637,3499,2110,9192,4.48,2669,1.3,1755,0.85,43608,21.26
2022,충청북도,충청북도,여,60~64세,69180,76,0.11,13,32,20,12,0,0,76,0.1,0,0,3035,4.38
2022,충청북도,충청북도,여,65~69세,51800,497,0.96,86,206,128,77,497,0.95,0,0,0,0,13361,25.79
